156,White or of European descent
157,White or of European descent
158,White or of European descent
159,
160,
161,White or of European descent
162,Middle Eastern
163,
164,
165,White or of European descent
166,
167,White or of European descent
168,
169,White or of European descent
170,White or of European descent
171,
172,White or of European descent
173,White or of European descent
174,White or of European descent
175,I prefer not to say
176,White or of European descent
177,White or of European descent
178,South Asian
179,White or of European descent
180,White or of European descent
181,White or of European descent
182,White or of European descent
183,I prefer not to say
184,White or of European descent
185,White or of European descent
186,
187,
188,
189,
190,White or of European descent
191,White or of European descent
192,White or of European descent
193,White or of European descent
194,
195,White or of European descent
196,White or of European descent
197,
198,White or of European descent
199,
200,
201,
202,
203,
204,
205,
206,White or of European descent
207,White or of European descent
208,
209,White or of European descent
210,White or of European descent
211,White or of European descent
212,White or of European descent
213,I prefer not to say
214,White or of European descent
215,South Asian
216,White or of European descent
217,
218,
219,
220,White or of European descent
221,White or of European descent
222,White or of European descent
223,White or of European descent
224,White or of European descent
225,White or of European descent
226,
227,
228,Hispanic or Latino/Latina
229,White or of European descent
230,White or of European descent
231,
232,White or of European descent
233,
234,White or of European descent
235,White or of European descent
236,
237,White or of European descent
238,White or of European descent
239,
240,
241,White or of European descent
242,Middle Eastern
243,
244,
245,
246,Hispanic or Latino/Latina
247,White or of European descent
248,
249,South Asian
250,Hispanic or Latino/Latina
251,
252,White or of European descent
253,White or of European descent
254,
255,White or of European descent
256,White or of European descent
257,White or of European descent
258,White or of European descent
259,
260,White or of European descent
261,
262,
263,
264,Hispanic or Latino/Latina
265,White or of European descent
266,White or of European descent
267,White or of European descent
268,
269,
270,
271,East Asian
272,White or of European descent
273,White or of European descent
274,White or of European descent
275,White or of European descent
276,White or of European descent
277,
278,
279,Middle Eastern
280,White or of European descent
281,Black or of African descent
282,Middle Eastern
283,South Asian
284,South Asian
285,
286,South Asian
287,White or of European descent
288,
289,
290,White or of European descent
291,White or of European descent
292,White or of European descent
293,
294,White or of European descent
295,White or of European descent
296,White or of European descent
297,Hispanic or Latino/Latina
298,
299,White or of European descent
300,
301,
302,
303,
304,White or of European descent
305,White or of European descent
306,White or of European descent
307,White or of European descent
308,White or of European descent
309,White or of European descent
310,White or of European descent
311,
312,
313,White or of European descent
314,White or of European descent
315,I prefer not to say
316,Hispanic or Latino/Latina
317,White or of European descent
318,White or of European descent
319,
320,White or of European descent
321,
322,Middle Eastern
323,White or of European descent
324,
325,
326,East Asian
327,White or of European descent
328,White or of European descent
329,White or of European descent
330,White or of European descent
331,Hispanic or Latino/Latina
332,
333,White or of European descent
334,White or of European descent
335,White or of European descent
336,I don’t know
337,
338,Middle Eastern
339,
340,White or of European descent
341,White or of European descent
342,Hispanic or Latino/Latina
343,White or of European descent
344,White or of European descent
345,White or of European descent
346,
347,White or of European descent
348,
349,White or of European descent
350,White or of European descent
351,White or of European descent
352,I don’t know
353,
354,
355,White or of European descent
356,
357,White or of European descent
358,
359,Other
360,White or of European descent
361,
362,White or of European descent
363,
364,White or of European descent
365,White or of European descent
366,White or of European descent
367,
368,
369,I prefer not to say
370,Hispanic or Latino/Latina
371,White or of European descent
372,White or of European descent
373,White or of European descent
374,White or of European descent
375,
376,I don’t know
377,
378,White or of European descent
379,
380,White or of European descent
381,White or of European descent
382,
383,
384,
385,White or of European descent
386,White or of European descent
387,White or of European descent
388,Middle Eastern
389,
390,White or of European descent
391,South Asian
392,
393,
394,White or of European descent
395,White or of European descent
396,White or of European descent
397,White or of European descent
398,White or of European descent
399,White or of European descent
400,Middle Eastern
401,White or of European descent
402,White or of European descent
403,
404,
405,East Asian
406,White or of European descent
407,White or of European descent
408,White or of European descent
409,
410,
411,
412,Hispanic or Latino/Latina
413,
414,White or of European descent
415,
416,
417,
418,White or of European descent
419,White or of European descent
420,I don’t know
421,
422,White or of European descent
423,
424,
425,White or of European descent
426,White or of European descent
427,
428,White or of European descent
429,White or of European descent
430,White or of European descent
431,
432,White or of European descent
433,White or of European descent
434,White or of European descent
435,Other
436,White or of European descent
437,White or of European descent
438,White or of European descent
439,White or of European descent
440,White or of European descent
441,
442,
443,White or of European descent
444,White or of European descent
445,
446,South Asian
447,White or of European descent
448,White or of European descent
449,White or of European descent
450,White or of European descent
451,White or of European descent
452,
453,White or of European descent
454,South Asian
455,
456,
457,South Asian
458,White or of European descent
459,
460,White or of European descent
461,White or of European descent
462,
463,Middle Eastern
464,
465,
466,White or of European descent
467,White or of European descent
468,White or of European descent
469,White or of European descent
470,White or of European descent
471,White or of European descent
472,East Asian
473,
474,White or of European descent
475,White or of European descent
476,"Native American, Pacific Islander, or Indigenous Australian"
477,White or of European descent
478,
479,I don’t know
480,
481,White or of European descent
482,White or of European descent
483,
484,White or of European descent
485,
486,
487,
488,White or of European descent
489,White or of European descent
490,White or of European descent
491,White or of European descent
492,White or of European descent
493,White or of European descent
494,White or of European descent
495,White or of European descent
496,White or of European descent
497,South Asian
498,
499,White or of European descent
500,
501,White or of European descent
502,East Asian
503,I prefer not to say
504,White or of European descent
505,White or of European descent
506,
507,Hispanic or Latino/Latina
508,White or of European descent
509,East Asian
510,White or of European descent
511,White or of European descent
512,Middle Eastern
513,
514,White or of European descent
515,White or of European descent
516,White or of European descent
517,White or of European descent
518,South Asian
519,
520,White or of European descent
521,White or of European descent
522,White or of European descent
523,
524,White or of European descent
525,White or of European descent
526,
527,
528,Hispanic or Latino/Latina
529,White or of European descent
530,White or of European descent
531,White or of European descent
532,White or of European descent
533,White or of European descent
534,White or of European descent
535,White or of European descent
536,I don’t know
537,
538,
539,White or of European descent
540,
541,White or of European descent
542,
543,
544,
545,White or of European descent
546,White or of European descent
547,
548,White or of European descent
549,
550,
551,
552,White or of European descent
553,
554,White or of European descent
555,
556,
557,White or of European descent
558,White or of European descent
559,
560,White or of European descent
561,White or of European descent
562,White or of European descent
563,White or of European descent
564,White or of European descent
565,White or of European descent
566,
567,White or of European descent
568,White or of European descent
569,
570,White or of European descent
571,I prefer not to say
572,White or of European descent
573,
574,White or of European descent
575,White or of European descent
576,White or of European descent
577,White or of European descent
578,White or of European descent
579,White or of European descent
580,I prefer not to say
581,South Asian
582,I prefer not to say
583,
584,White or of European descent
585,White or of European descent
586,White or of European descent
587,Middle Eastern
588,
589,White or of European descent
590,White or of European descent
591,East Asian
592,White or of European descent
593,White or of European descent
594,Middle Eastern
595,White or of European descent
596,
597,White or of European descent
598,White or of European descent
599,White or of European descent
600,White or of European descent
601,
602,
603,White or of European descent
604,White or of European descent
605,White or of European descent
606,White or of European descent
607,
608,White or of European descent
609,Middle Eastern
610,White or of European descent
611,White or of European descent
612,White or of European descent
613,White or of European descent
614,White or of European descent
615,
616,South Asian
617,White or of European descent
618,White or of European descent
619,
620,
621,White or of European descent
622,
623,South Asian
624,White or of European descent
625,White or of European descent
626,White or of European descent
627,White or of European descent
628,White or of European descent
629,
630,
631,
632,
633,White or of European descent
634,White or of European descent
635,White or of European descent
636,
637,
638,
639,
640,
641,White or of European descent
642,
643,Hispanic or Latino/Latina
644,
645,White or of European descent
646,I prefer not to say
647,White or of European descent
648,White or of European descent
649,White or of European descent
650,Hispanic or Latino/Latina
651,White or of European descent
652,
653,White or of European descent
654,
655,Black or of African descent
656,White or of European descent
657,White or of European descent
658,White or of European descent
659,
660,
661,
662,
663,White or of European descent
664,East Asian
665,
666,White or of European descent
667,
668,White or of European descent
669,White or of European descent
670,
671,
672,
673,White or of European descent
674,White or of European descent
675,
676,
677,
678,White or of European descent
679,
680,White or of European descent
681,White or of European descent
682,White or of European descent
683,
684,White or of European descent
685,
686,White or of European descent
687,
688,White or of European descent
689,White or of European descent
690,White or of European descent
691,White or of European descent
692,
693,
694,White or of European descent
695,
696,White or of European descent
697,White or of European descent
698,
699,
700,
701,White or of European descent
702,East Asian
703,East Asian
704,Hispanic or Latino/Latina
705,
706,White or of European descent
707,White or of European descent
708,Middle Eastern
709,
710,White or of European descent
711,South Asian
712,White or of European descent
713,"Native American, Pacific Islander, or Indigenous Australian"
714,White or of European descent
715,Hispanic or Latino/Latina
716,
717,Black or of African descent
718,Middle Eastern
719,White or of European descent
720,
721,Black or of African descent
722,White or of European descent
723,Hispanic or Latino/Latina
724,White or of European descent
725,Hispanic or Latino/Latina
726,
727,East Asian
728,South Asian
729,
730,White or of European descent
731,
732,Middle Eastern
733,White or of European descent
734,South Asian
735,East Asian
736,White or of European descent
737,
738,
739,
740,Hispanic or Latino/Latina
741,
742,White or of European descent
743,White or of European descent
744,White or of European descent
745,White or of European descent
746,
747,
748,South Asian
749,White or of European descent
750,White or of European descent
751,
752,
753,White or of European descent
754,
755,White or of European descent
756,East Asian
757,Hispanic or Latino/Latina
758,White or of European descent
759,White or of European descent
760,White or of European descent
761,
762,White or of European descent
763,
764,
765,White or of European descent
766,"Native American, Pacific Islander, or Indigenous Australian"
767,I don’t know
768,
769,White or of European descent
770,South Asian
771,
772,White or of European descent
773,White or of European descent
774,White or of European descent
775,
776,
777,White or of European descent
778,White or of European descent
779,Hispanic or Latino/Latina
780,White or of European descent
781,White or of European descent
782,White or of European descent
783,
784,White or of European descent
785,White or of European descent
786,White or of European descent
787,
788,
789,
790,White or of European descent
791,
792,
793,White or of European descent
794,
795,White or of European descent
796,
797,White or of European descent
798,White or of European descent
799,Middle Eastern
800,
801,White or of European descent
802,White or of European descent
803,White or of European descent
804,White or of European descent
805,White or of European descent
806,East Asian
807,White or of European descent
808,White or of European descent
809,White or of European descent
810,"Native American, Pacific Islander, or Indigenous Australian"
811,
812,
813,
814,
815,South Asian
816,White or of European descent
817,White or of European descent
818,I prefer not to say
819,
820,White or of European descent
821,Other
822,Other
823,White or of European descent
824,
825,White or of European descent
826,
827,White or of European descent
828,
829,White or of European descent
830,
831,White or of European descent
832,
833,White or of European descent
834,Middle Eastern
835,White or of European descent
836,White or of European descent
837,Hispanic or Latino/Latina
838,
839,White or of European descent
840,
841,
842,White or of European descent
843,
844,
845,
846,White or of European descent
847,White or of European descent
848,White or of European descent
849,White or of European descent
850,White or of European descent
851,White or of European descent
852,
853,White or of European descent
854,East Asian
855,Black or of African descent
856,
857,White or of European descent
858,White or of European descent
859,White or of European descent
860,White or of European descent
861,White or of European descent
862,South Asian
863,
864,
865,
866,White or of European descent
867,White or of European descent
868,
869,White or of European descent
870,
871,White or of European descent
872,
873,White or of European descent
874,East Asian
875,
876,White or of European descent
877,White or of European descent
878,Middle Eastern
879,White or of European descent
880,White or of European descent
881,White or of European descent
882,White or of European descent
883,
884,White or of European descent
885,
886,
887,
888,Middle Eastern
889,White or of European descent
890,East Asian
891,
892,
893,White or of European descent
894,
895,Hispanic or Latino/Latina
896,Middle Eastern
897,White or of European descent
898,
899,Hispanic or Latino/Latina
900,
901,White or of European descent
902,South Asian
903,South Asian
904,White or of European descent
905,White or of European descent
906,White or of European descent
907,
908,White or of European descent
909,South Asian
910,South Asian
911,
912,"Native American, Pacific Islander, or Indigenous Australian"
913,White or of European descent
914,White or of European descent
915,Hispanic or Latino/Latina
916,White or of European descent
917,White or of European descent
918,
919,
920,White or of European descent
921,White or of European descent
922,White or of European descent
923,White or of European descent
924,White or of European descent
925,
926,East Asian
927,White or of European descent
928,
929,White or of European descent
930,White or of European descent
931,White or of European descent
932,
933,White or of European descent
934,South Asian
935,
936,White or of European descent
937,White or of European descent
938,White or of European descent
939,
940,White or of European descent
941,
942,White or of European descent
943,
944,
945,
946,
947,
948,White or of European descent
949,
950,East Asian
951,
952,
953,White or of European descent
954,Other
955,White or of European descent
956,White or of European descent
957,White or of European descent
958,White or of European descent
959,White or of European descent
960,
961,White or of European descent
962,East Asian
963,
964,I prefer not to say
965,
966,
967,
968,White or of European descent
969,White or of European descent
970,
971,
972,Middle Eastern
973,
974,White or of European descent
975,
976,White or of European descent
977,
978,White or of European descent
979,White or of European descent
980,"Native American, Pacific Islander, or Indigenous Australian"
981,
982,South Asian
983,Hispanic or Latino/Latina
984,White or of European descent
985,
986,South Asian
987,White or of European descent
988,White or of European descent
989,White or of European descent
990,White or of European descent
991,White or of European descent
992,Middle Eastern
993,
994,
995,White or of European descent
996,
997,White or of European descent
998,
999,White or of European descent
1000,White or of European descent
1001,
1002,White or of European descent
1003,White or of European descent
1004,White or of European descent
1005,White or of European descent
1006,
1007,White or of European descent
1008,Hispanic or Latino/Latina
1009,Hispanic or Latino/Latina
1010,Hispanic or Latino/Latina
1011,White or of European descent
1012,White or of European descent
1013,
1014,White or of European descent
1015,White or of European descent
1016,White or of European descent
1017,
1018,White or of European descent
1019,White or of European descent
1020,White or of European descent
1021,White or of European descent
1022,White or of European descent
1023,South Asian
1024,
1025,
1026,White or of European descent
1027,White or of European descent
1028,White or of European descent
1029,
1030,White or of European descent
1031,White or of European descent
1032,White or of European descent
1033,White or of European descent
1034,White or of European descent
1035,White or of European descent
1036,White or of European descent
1037,
1038,White or of European descent
1039,White or of European descent
1040,White or of European descent
1041,
1042,White or of European descent
1043,White or of European descent
1044,White or of European descent
1045,White or of European descent
1046,White or of European descent
1047,
1048,
1049,
1050,
1051,White or of European descent
1052,White or of European descent
1053,White or of European descent
1054,White or of European descent
1055,White or of European descent
1056,
1057,White or of European descent
1058,
1059,Hispanic or Latino/Latina
1060,White or of European descent
1061,
1062,White or of European descent
1063,White or of European descent
1064,White or of European descent
1065,
1066,White or of European descent
1067,"Native American, Pacific Islander, or Indigenous Australian"
1068,
1069,
1070,White or of European descent
1071,
1072,White or of European descent
1073,White or of European descent
1074,
1075,Middle Eastern
1076,White or of European descent
1077,
1078,White or of European descent
1079,White or of European descent
1080,White or of European descent
1081,White or of European descent
1082,
1083,White or of European descent
1084,Hispanic or Latino/Latina
1085,White or of European descent
1086,White or of European descent
1087,
1088,White or of European descent
1089,
1090,Black or of African descent
1091,
1092,
1093,White or of European descent
1094,White or of European descent
1095,White or of European descent
1096,White or of European descent
1097,White or of European descent
1098,
1099,
1100,
1101,Hispanic or Latino/Latina
1102,
1103,White or of European descent
1104,White or of European descent
1105,White or of European descent
1106,
1107,
1108,
1109,
1110,
1111,White or of European descent
1112,
1113,White or of European descent
1114,
1115,
1116,White or of European descent
1117,
1118,White or of European descent
1119,Hispanic or Latino/Latina
1120,White or of European descent
1121,Middle Eastern
1122,
1123,White or of European descent
1124,White or of European descent
1125,White or of European descent
1126,White or of European descent
1127,White or of European descent
1128,
1129,White or of European descent
1130,
1131,
1132,
1133,White or of European descent
1134,White or of European descent
1135,White or of European descent
1136,
1137,
1138,White or of European descent
1139,Hispanic or Latino/Latina
1140,
1141,White or of European descent
1142,White or of European descent
1143,White or of European descent
1144,Hispanic or Latino/Latina
1145,White or of European descent
1146,White or of European descent
1147,White or of European descent
1148,White or of European descent
1149,
1150,Hispanic or Latino/Latina
1151,
1152,
1153,White or of European descent
1154,
1155,White or of European descent
1156,White or of European descent
1157,White or of European descent
1158,White or of European descent
1159,White or of European descent
1160,
1161,White or of European descent
1162,White or of European descent
1163,White or of European descent
1164,White or of European descent
1165,White or of European descent
1166,Hispanic or Latino/Latina
1167,Hispanic or Latino/Latina
1168,
1169,White or of European descent
1170,White or of European descent
1171,White or of European descent
1172,
1173,
1174,
1175,White or of European descent
1176,White or of European descent
1177,
1178,White or of European descent
1179,
1180,
1181,Middle Eastern
1182,
1183,
1184,Hispanic or Latino/Latina
1185,White or of European descent
1186,White or of European descent
1187,
1188,South Asian
1189,South Asian
1190,White or of European descent
1191,
1192,South Asian
1193,Middle Eastern
1194,Hispanic or Latino/Latina
1195,
1196,East Asian
1197,
1198,White or of European descent
1199,
1200,
1201,
1202,White or of European descent
1203,White or of European descent
1204,
1205,
1206,White or of European descent
1207,White or of European descent
1208,White or of European descent
1209,East Asian
1210,South Asian
1211,
1212,White or of European descent
1213,
1214,White or of European descent
1215,White or of European descent
1216,White or of European descent
1217,
1218,
1219,
1220,South Asian
1221,
1222,
1223,White or of European descent
1224,White or of European descent
1225,South Asian
1226,South Asian
1227,White or of European descent
1228,Middle Eastern
1229,
1230,South Asian
1231,
1232,
1233,White or of European descent
1234,
1235,Middle Eastern
1236,
1237,
1238,White or of European descent
1239,
1240,East Asian
1241,
1242,Middle Eastern
1243,
1244,
1245,
1246,White or of European descent
1247,White or of European descent
1248,White or of European descent
1249,White or of European descent
1250,
1251,
1252,
1253,
1254,White or of European descent
1255,Hispanic or Latino/Latina
1256,
1257,
1258,
1259,Hispanic or Latino/Latina
1260,
1261,White or of European descent
1262,
1263,White or of European descent
1264,White or of European descent
1265,
1266,
1267,White or of European descent
1268,
1269,White or of European descent
1270,White or of European descent
1271,White or of European descent
1272,
1273,I prefer not to say
1274,White or of European descent
1275,
1276,White or of European descent
1277,White or of European descent
1278,
1279,White or of European descent
1280,
1281,White or of European descent
1282,
1283,Middle Eastern
1284,
1285,White or of European descent
1286,White or of European descent
1287,
1288,White or of European descent
1289,
1290,
1291,
1292,I don’t know
1293,
1294,White or of European descent
1295,White or of European descent
1296,
1297,White or of European descent
1298,White or of European descent
1299,White or of European descent
1300,
1301,South Asian
1302,White or of European descent
1303,Hispanic or Latino/Latina
1304,
1305,
1306,White or of European descent
1307,
1308,
1309,Middle Eastern
1310,White or of European descent
1311,
1312,
1313,
1314,
1315,White or of European descent
1316,White or of European descent
1317,
1318,White or of European descent
1319,
1320,White or of European descent
1321,White or of European descent
1322,White or of European descent
1323,"Native American, Pacific Islander, or Indigenous Australian"
1324,"Native American, Pacific Islander, or Indigenous Australian"
1325,Hispanic or Latino/Latina
1326,East Asian
1327,White or of European descent
1328,White or of European descent
1329,White or of European descent
1330,White or of European descent
1331,
1332,
1333,South Asian
1334,White or of European descent
1335,White or of European descent
1336,White or of European descent
1337,White or of European descent
1338,White or of European descent
1339,
1340,
1341,White or of European descent
1342,
1343,
1344,
1345,
1346,
1347,White or of European descent
1348,White or of European descent
1349,
1350,South Asian
1351,
1352,White or of European descent
1353,
1354,White or of European descent
1355,White or of European descent
1356,White or of European descent
1357,White or of European descent
1358,White or of European descent
1359,White or of European descent
1360,
1361,White or of European descent
1362,
1363,
1364,East Asian
1365,White or of European descent
1366,White or of European descent
1367,
1368,
1369,White or of European descent
1370,Hispanic or Latino/Latina
1371,Middle Eastern
1372,
1373,
1374,
1375,Other
1376,I don’t know
1377,
1378,
1379,
1380,White or of European descent
1381,White or of European descent
1382,White or of European descent
1383,Hispanic or Latino/Latina
1384,
1385,
1386,Hispanic or Latino/Latina
1387,Middle Eastern
1388,
1389,
1390,White or of European descent
1391,White or of European descent
1392,White or of European descent
1393,I prefer not to say
1394,
1395,
1396,Hispanic or Latino/Latina
1397,
1398,
1399,
1400,White or of European descent
1401,
1402,White or of European descent
1403,
1404,
1405,
1406,
1407,
1408,White or of European descent
1409,
1410,
1411,White or of European descent
1412,
1413,White or of European descent
1414,
1415,White or of European descent
1416,White or of European descent
1417,White or of European descent
1418,
1419,
1420,Black or of African descent
1421,White or of European descent
1422,
1423,Hispanic or Latino/Latina
1424,White or of European descent
1425,White or of European descent
1426,South Asian
1427,Hispanic or Latino/Latina
1428,
1429,White or of European descent
1430,Other
1431,
1432,
1433,White or of European descent
1434,White or of European descent
1435,
1436,White or of European descent
1437,White or of European descent
1438,White or of European descent
1439,Hispanic or Latino/Latina
1440,White or of European descent
1441,White or of European descent
1442,White or of European descent
1443,White or of European descent
1444,
1445,White or of European descent
1446,East Asian
1447,
1448,White or of European descent
1449,White or of European descent
1450,White or of European descent
1451,White or of European descent
1452,White or of European descent
1453,
1454,
1455,
1456,
1457,
1458,White or of European descent
1459,White or of European descent
1460,
1461,White or of European descent
1462,White or of European descent
1463,
1464,White or of European descent
1465,White or of European descent
1466,White or of European descent
1467,
1468,White or of European descent
1469,
1470,White or of European descent
1471,White or of European descent
1472,White or of European descent
1473,White or of European descent
1474,White or of European descent
1475,White or of European descent
1476,White or of European descent
1477,Hispanic or Latino/Latina
1478,
1479,
1480,Middle Eastern
1481,White or of European descent
1482,White or of European descent
1483,White or of European descent
1484,White or of European descent
1485,
1486,
1487,
1488,White or of European descent
1489,
1490,
1491,
1492,
1493,White or of European descent
1494,White or of European descent
1495,
1496,White or of European descent
1497,I prefer not to say
1498,
1499,
1500,White or of European descent
1501,White or of European descent
1502,
1503,White or of European descent
1504,
1505,White or of European descent
1506,White or of European descent
1507,
1508,
1509,
1510,White or of European descent
1511,
1512,
1513,White or of European descent
1514,White or of European descent
1515,
1516,White or of European descent
1517,White or of European descent
1518,
1519,White or of European descent
1520,
1521,White or of European descent
1522,White or of European descent
1523,White or of European descent
1524,Middle Eastern
1525,
1526,
1527,
1528,White or of European descent
1529,White or of European descent
1530,
1531,White or of European descent
1532,White or of European descent
1533,
1534,White or of European descent
1535,White or of European descent
1536,White or of European descent
1537,White or of European descent
1538,
1539,White or of European descent
1540,
1541,White or of European descent
1542,White or of European descent
1543,White or of European descent
1544,White or of European descent
1545,
1546,White or of European descent
1547,
1548,
1549,White or of European descent
1550,
1551,
1552,
1553,White or of European descent
1554,
1555,White or of European descent
1556,White or of European descent
1557,White or of European descent
1558,Hispanic or Latino/Latina
1559,White or of European descent
1560,White or of European descent
1561,White or of European descent
1562,South Asian
1563,
1564,
1565,
1566,White or of European descent
1567,White or of European descent
1568,White or of European descent
1569,White or of European descent
1570,
1571,White or of European descent
1572,White or of European descent
1573,
1574,
1575,White or of European descent
1576,White or of European descent
1577,Middle Eastern
1578,
1579,White or of European descent
1580,White or of European descent
1581,Black or of African descent
1582,White or of European descent
1583,Hispanic or Latino/Latina
1584,
1585,Black or of African descent
1586,White or of European descent
1587,
1588,
1589,
1590,White or of European descent
1591,White or of European descent
1592,
1593,White or of European descent
1594,White or of European descent
1595,
1596,
1597,Other
1598,
1599,White or of European descent
1600,I prefer not to say
1601,White or of European descent
1602,South Asian
1603,Hispanic or Latino/Latina
1604,
1605,White or of European descent
1606,East Asian
1607,
1608,South Asian
1609,
1610,
1611,
1612,Middle Eastern
1613,Hispanic or Latino/Latina
1614,White or of European descent
1615,East Asian
1616,
1617,
1618,White or of European descent
1619,White or of European descent
1620,
1621,South Asian
1622,White or of European descent
1623,
1624,White or of European descent
1625,
1626,White or of European descent
1627,White or of European descent
1628,White or of European descent
1629,White or of European descent
1630,
1631,White or of European descent
1632,
1633,
1634,
1635,White or of European descent
1636,White or of European descent
1637,White or of European descent
1638,White or of European descent
1639,Hispanic or Latino/Latina
1640,Black or of African descent
1641,White or of European descent
1642,
1643,
1644,
1645,White or of European descent
1646,White or of European descent
1647,
1648,Hispanic or Latino/Latina
1649,Middle Eastern
1650,
1651,White or of European descent
1652,I prefer not to say
1653,White or of European descent
1654,
1655,
1656,White or of European descent
1657,
1658,Middle Eastern
1659,
1660,
1661,White or of European descent
1662,
1663,White or of European descent
1664,Hispanic or Latino/Latina
1665,South Asian
1666,
1667,White or of European descent
1668,
1669,Black or of African descent
1670,White or of European descent
1671,
1672,White or of European descent
1673,White or of European descent
1674,
1675,White or of European descent
1676,White or of European descent
1677,White or of European descent
1678,
1679,
1680,White or of European descent
1681,
1682,White or of European descent
1683,White or of European descent
1684,Other
1685,White or of European descent
1686,White or of European descent
1687,White or of European descent
1688,White or of European descent
1689,
1690,
1691,
1692,White or of European descent
1693,
1694,White or of European descent
1695,White or of European descent
1696,White or of European descent
1697,
1698,White or of European descent
1699,
1700,
1701,White or of European descent
1702,
1703,White or of European descent
1704,
1705,White or of European descent
1706,
1707,White or of European descent
1708,White or of European descent
1709,
1710,
1711,White or of European descent
1712,White or of European descent
1713,White or of European descent
1714,Hispanic or Latino/Latina
1715,White or of European descent
1716,White or of European descent
1717,White or of European descent
1718,White or of European descent
1719,White or of European descent
1720,
1721,
1722,White or of European descent
1723,White or of European descent
1724,White or of European descent
1725,
1726,White or of European descent
1727,White or of European descent
1728,I prefer not to say
1729,White or of European descent
1730,
1731,
1732,White or of European descent
1733,White or of European descent
1734,
1735,White or of European descent
1736,Middle Eastern
1737,White or of European descent
1738,White or of European descent
1739,
1740,
1741,White or of European descent
1742,
1743,White or of European descent
1744,White or of European descent
1745,
1746,White or of European descent
1747,White or of European descent
1748,White or of European descent
1749,
1750,
1751,White or of European descent
1752,White or of European descent
1753,
1754,White or of European descent
1755,White or of European descent
1756,White or of European descent
1757,
1758,"Native American, Pacific Islander, or Indigenous Australian"
1759,
1760,White or of European descent
1761,
1762,
1763,
1764,White or of European descent
1765,South Asian
1766,
1767,
1768,
1769,Middle Eastern
1770,White or of European descent
1771,White or of European descent
1772,
1773,White or of European descent
1774,
1775,White or of European descent
1776,
1777,White or of European descent
1778,White or of European descent
1779,White or of European descent
1780,
1781,White or of European descent
1782,I don’t know
1783,East Asian
1784,White or of European descent
1785,I prefer not to say
1786,
1787,White or of European descent
1788,White or of European descent
1789,White or of European descent
1790,White or of European descent
1791,White or of European descent
1792,White or of European descent
1793,White or of European descent
1794,White or of European descent
1795,White or of European descent
1796,
1797,Middle Eastern
1798,White or of European descent
1799,White or of European descent
1800,White or of European descent
1801,
1802,White or of European descent
1803,White or of European descent
1804,White or of European descent
1805,
1806,White or of European descent
1807,White or of European descent
1808,
1809,White or of European descent
1810,White or of European descent
1811,White or of European descent
1812,South Asian
1813,White or of European descent
1814,
1815,
1816,White or of European descent
1817,White or of European descent
1818,White or of European descent
1819,White or of European descent
1820,Black or of African descent
1821,White or of European descent
1822,White or of European descent
1823,
1824,White or of European descent
1825,White or of European descent
1826,
1827,
1828,
1829,White or of European descent
1830,White or of European descent
1831,
1832,White or of European descent
1833,
1834,White or of European descent
1835,
1836,
1837,White or of European descent
