325,Europe
326,Russian Federation
327,South America
328,Europe
329,Europe
330,North America
331,Other
332,North America
333,Other
334,Europe
335,Europe
336,Asia
337,Europe
338,Europe
339,Europe
340,Europe
341,North America
342,South America
343,Middle East
344,Europe
345,Europe
346,North America
347,North America
348,Asia
349,North America
350,North America
351,Europe
352,Middle East
353,North America
354,Europe
355,Europe
356,Middle East
357,Europe
358,Europe
359,North America
360,North America
361,Other
362,Europe
363,North America
364,North America
365,Europe
366,North America
367,North America
368,South America
369,North America
370,North America
371,North America
372,Europe
373,North America
374,North America
375,Europe
376,North America
377,Europe
378,North America
379,Europe
380,North America
381,Europe
382,Asia
383,North America
384,Europe
385,North America
386,Europe
387,North America
388,Middle East
389,Europe
390,Other
391,North America
392,Other
393,South America
394,North America
395,Africa
396,North America
397,Europe
398,Europe
399,South America
400,North America
401,North America
402,Europe
403,North America
404,Europe
405,North America
406,North America
407,Europe
408,Russian Federation
409,North America
410,North America
411,Middle East
412,South America
413,North America
414,Europe
415,Europe
416,Europe
417,Asia
418,Europe
419,Europe
420,Other
421,Europe
422,Europe
423,North America
424,Europe
425,Europe
426,North America
427,Other
428,Europe
429,North America
430,North America
431,North America
432,Europe
433,North America
434,Europe
435,Asia
436,North America
437,South America
438,North America
439,North America
440,Europe
441,Other
442,North America
443,North America
444,Europe
445,Europe
446,Asia
447,Europe
448,Europe
449,North America
450,North America
451,North America
452,North America
453,North America
454,Asia
455,Europe
456,South America
457,North America
458,North America
459,South America
460,Europe
461,Russian Federation
462,North America
463,Middle East
464,North America
465,Europe
466,Europe
467,Europe
468,Europe
469,North America
470,North America
471,North America
472,North America
473,North America
474,Europe
475,North America
476,North America
477,Russian Federation
478,Europe
479,Europe
480,North America
481,Europe
482,Europe
483,South America
484,North America
485,Other
486,Europe
487,North America
488,North America
489,North America
490,North America
491,North America
492,North America
493,North America
494,Europe
495,Europe
496,Europe
497,Asia
498,Europe
499,North America
500,North America
501,North America
502,Asia
503,North America
504,North America
505,North America
506,Europe
507,North America
508,North America
509,Middle East
510,North America
511,Europe
512,North America
513,South America
514,Europe
515,North America
516,Europe
517,North America
518,Asia
519,Other
520,Europe
521,Europe
522,Russian Federation
523,North America
524,Europe
525,North America
526,North America
527,North America
528,Other
529,Europe
530,North America
531,North America
532,Europe
533,Europe
534,Europe
535,North America
536,South America
537,North America
538,South America
539,North America
540,North America
541,North America
542,South America
543,Europe
544,Europe
545,North America
546,Europe
547,South America
548,North America
549,North America
550,Europe
551,Asia
552,North America
553,Europe
554,North America
555,North America
556,Asia
557,North America
558,North America
559,Europe
560,Russian Federation
561,North America
562,North America
563,Europe
564,North America
565,Europe
566,Asia
567,North America
568,North America
569,North America
570,North America
571,Other
572,Europe
573,Asia
574,Europe
575,Europe
576,Middle East
577,Europe
578,North America
579,South America
580,Europe
581,Asia
582,North America
583,Europe
584,Other
585,North America
586,North America
587,Africa
588,South America
589,Europe
590,North America
591,North America
592,North America
593,Other
594,Middle East
595,North America
596,North America
597,North America
598,Europe
599,Europe
600,Europe
601,Other
602,Europe
603,North America
604,North America
605,Europe
606,North America
607,North America
608,Other
609,North America
610,North America
611,North America
612,Europe
613,Europe
614,North America
615,Other
616,Asia
617,Australia
618,North America
619,Asia
620,South America
621,North America
622,Europe
623,Europe
624,North America
625,North America
626,Europe
627,Europe
628,North America
629,North America
630,North America
631,North America
632,North America
633,Russian Federation
634,North America
635,Europe
636,South America
637,Europe
638,Asia
639,North America
640,North America
641,Europe
642,North America
643,North America
644,South America
645,Europe
646,North America
647,North America
648,North America
649,Europe
650,North America
651,Europe
652,North America
653,Europe
654,North America
655,Asia
656,North America
657,North America
658,North America
659,North America
660,Europe
661,South America
662,South America
663,Europe
664,North America
665,Europe
666,North America
667,North America
668,North America
669,Other
670,North America
671,Europe
672,North America
673,North America
674,Europe
675,Europe
676,Europe
677,North America
678,North America
679,North America
680,Europe
681,Europe
682,North America
683,North America
684,North America
685,North America
686,Europe
687,Other
688,North America
689,North America
690,North America
691,Europe
692,South America
693,North America
694,North America
695,Europe
696,North America
697,Europe
698,Europe
699,North America
700,North America
701,North America
702,Asia
703,North America
704,South America
705,Middle East
706,Europe
707,North America
708,North America
709,North America
710,North America
711,Asia
712,Europe
713,North America
714,North America
715,South America
716,Europe
717,North America
718,Other
719,Middle East
720,Europe
721,Other
722,North America
723,South America
724,North America
725,North America
726,Asia
727,Asia
728,Asia
729,Europe
730,Europe
731,Other
732,Middle East
733,Europe
734,Asia
735,North America
736,Middle East
737,Middle East
738,Other
739,North America
740,South America
741,Asia
742,South America
743,North America
744,North America
745,Europe
746,North America
747,North America
748,Europe
749,Europe
750,North America
751,Europe
752,Middle East
753,Europe
754,Europe
755,North America
756,North America
757,Europe
758,North America
759,Europe
760,North America
761,North America
762,North America
763,Middle East
764,North America
765,Europe
766,North America
767,Other
768,North America
769,Other
770,North America
771,South America
772,North America
773,North America
774,North America
775,North America
776,Europe
777,North America
778,North America
779,South America
780,Europe
781,Europe
782,Europe
783,North America
784,Europe
785,Russian Federation
786,Europe
787,North America
788,North America
789,Europe
790,North America
791,North America
792,Other
793,Europe
794,North America
795,Europe
796,North America
797,South America
798,Europe
799,North America
800,Asia
801,North America
802,North America
803,Europe
804,Europe
805,Europe
806,North America
807,North America
808,Europe
809,North America
810,North America
811,North America
812,North America
813,Middle East
814,Europe
815,Asia
816,Europe
817,Europe
818,North America
819,Middle East
820,North America
821,Other
822,North America
823,Europe
824,North America
825,Europe
826,Asia
827,North America
828,South America
829,Europe
830,Asia
831,North America
832,North America
833,Europe
834,Middle East
835,North America
836,Europe
837,North America
838,Europe
839,North America
840,Europe
841,Europe
842,Europe
843,North America
844,Europe
845,Europe
846,North America
847,North America
848,Europe
849,Europe
850,Europe
851,Europe
852,North America
853,Europe
854,North America
855,North America
856,Middle East
857,North America
858,North America
859,North America
860,North America
861,North America
862,North America
863,North America
864,Europe
865,Europe
866,North America
867,North America
868,Other
869,North America
870,Europe
871,North America
872,North America
873,Europe
874,Europe
875,North America
876,Europe
877,North America
878,Middle East
879,Europe
880,Europe
881,South America
882,Europe
883,North America
884,Europe
885,Europe
886,Europe
887,North America
888,Other
889,North America
890,North America
891,North America
892,North America
893,North America
894,Europe
895,South America
896,Europe
897,North America
898,North America
899,North America
900,Europe
901,Europe
902,North America
903,Middle East
904,Europe
905,Europe
906,North America
907,Europe
908,North America
909,North America
910,Asia
911,North America
912,North America
913,North America
914,North America
915,North America
916,Europe
917,North America
918,North America
919,North America
920,Europe
921,Europe
922,North America
923,North America
924,North America
925,Middle East
926,North America
927,Europe
928,Russian Federation
929,North America
930,Europe
931,Australia
932,Europe
933,Europe
934,Asia
935,Asia
936,North America
937,Europe
938,Europe
939,South America
940,Europe
941,South America
942,Europe
943,South America
944,Europe
945,Europe
946,Europe
947,Europe
948,Europe
949,South America
950,Europe
951,Europe
952,Europe
953,North America
954,North America
955,North America
956,North America
957,Europe
958,North America
959,North America
960,North America
961,Europe
962,North America
963,Europe
964,North America
965,Other
966,North America
967,North America
968,North America
969,Europe
970,Europe
971,North America
972,North America
973,North America
974,Europe
975,Europe
976,Europe
977,South America
978,Europe
979,North America
980,North America
981,North America
982,Europe
983,Europe
984,North America
985,Europe
986,North America
987,North America
988,North America
989,Russian Federation
990,Europe
991,North America
992,Middle East
993,Other
994,Europe
995,North America
996,Europe
997,North America
998,North America
999,Europe
1000,Europe
1001,Europe
1002,Europe
1003,North America
1004,North America
1005,North America
1006,North America
1007,Europe
1008,North America
1009,South America
1010,North America
1011,South America
1012,Europe
1013,Europe
1014,North America
1015,Europe
1016,North America
1017,Australia
1018,Europe
1019,North America
1020,North America
1021,North America
1022,North America
1023,North America
1024,North America
1025,South America
1026,Europe
1027,Europe
1028,North America
1029,North America
1030,Russian Federation
1031,North America
1032,North America
1033,Europe
1034,North America
1035,Europe
1036,North America
1037,Europe
1038,North America
1039,Europe
1040,Other
1041,North America
1042,Europe
1043,North America
1044,Other
1045,Europe
1046,Other
1047,Asia
1048,South America
1049,Other
1050,North America
1051,Europe
1052,Europe
1053,Europe
1054,North America
1055,North America
1056,North America
1057,Europe
1058,Europe
1059,North America
1060,Europe
1061,Middle East
1062,North America
1063,North America
1064,Europe
1065,North America
1066,North America
1067,North America
1068,North America
1069,North America
1070,North America
1071,Europe
1072,Europe
1073,Europe
1074,North America
1075,Middle East
1076,North America
1077,Middle East
1078,North America
1079,North America
1080,Europe
1081,Europe
1082,Europe
1083,North America
1084,Other
1085,North America
1086,Europe
1087,Europe
1088,Europe
1089,North America
1090,South America
1091,South America
1092,North America
1093,North America
1094,Europe
1095,North America
1096,North America
1097,Europe
1098,South America
1099,North America
1100,Asia
1101,North America
1102,Europe
1103,Europe
1104,North America
1105,Europe
1106,North America
1107,Europe
1108,Middle East
1109,Middle East
1110,Africa
1111,Europe
1112,North America
1113,North America
1114,Other
1115,North America
1116,North America
1117,North America
1118,North America
1119,North America
1120,Europe
1121,North America
1122,Europe
1123,Europe
1124,Europe
1125,Europe
1126,Europe
1127,Europe
1128,Europe
1129,North America
1130,South America
1131,North America
1132,South America
1133,North America
1134,North America
1135,North America
1136,North America
1137,North America
1138,Europe
1139,North America
1140,Africa
1141,North America
1142,North America
1143,North America
1144,South America
1145,North America
1146,North America
1147,North America
1148,Europe
1149,North America
1150,North America
1151,Europe
1152,Europe
1153,North America
1154,Other
1155,North America
1156,Europe
1157,North America
1158,Middle East
1159,North America
1160,North America
1161,North America
1162,Australia
1163,North America
1164,North America
1165,North America
1166,North America
1167,North America
1168,Middle East
1169,North America
1170,Europe
1171,Europe
1172,North America
1173,North America
1174,Middle East
1175,North America
1176,North America
1177,Europe
1178,Europe
1179,Middle East
1180,Africa
1181,Middle East
1182,North America
1183,North America
1184,Other
1185,Europe
1186,Europe
1187,North America
1188,Europe
1189,Asia
1190,North America
1191,North America
1192,Middle East
1193,Middle East
1194,Other
1195,North America
1196,North America
1197,Europe
1198,Middle East
1199,North America
1200,North America
1201,Middle East
1202,North America
1203,Europe
1204,Middle East
1205,North America
1206,North America
1207,Europe
1208,North America
1209,North America
1210,Asia
1211,Europe
1212,North America
1213,North America
1214,Europe
1215,North America
1216,North America
1217,Europe
1218,Middle East
1219,Europe
1220,Asia
1221,North America
1222,Middle East
1223,Europe
1224,North America
1225,Europe
1226,Middle East
1227,Europe
1228,Middle East
1229,North America
1230,Middle East
1231,Middle East
1232,Middle East
1233,North America
1234,North America
1235,Middle East
1236,North America
1237,North America
1238,North America
1239,Europe
1240,North America
1241,North America
1242,Middle East
1243,Europe
1244,Europe
1245,Middle East
1246,Europe
1247,Other
1248,North America
1249,Europe
1250,Middle East
1251,North America
1252,North America
1253,Europe
1254,North America
1255,South America
1256,Europe
1257,Europe
1258,Australia
1259,North America
1260,North America
1261,Europe
1262,Middle East
1263,Europe
1264,North America
1265,North America
1266,Europe
1267,Europe
1268,North America
1269,North America
1270,North America
1271,North America
1272,Russian Federation
1273,Middle East
1274,Russian Federation
1275,Asia
1276,Middle East
1277,Europe
1278,Middle East
1279,North America
1280,North America
1281,Europe
1282,Europe
1283,Middle East
1284,Russian Federation
1285,North America
1286,Middle East
1287,North America
1288,North America
1289,Middle East
1290,Europe
1291,Europe
1292,Middle East
1293,North America
1294,Europe
1295,Middle East
1296,North America
1297,North America
1298,Europe
1299,North America
1300,North America
1301,Middle East
1302,North America
1303,North America
1304,Middle East
1305,Europe
1306,North America
1307,Europe
1308,Europe
1309,Middle East
1310,Europe
1311,North America
1312,Russian Federation
1313,North America
1314,Europe
1315,Europe
1316,Europe
1317,Europe
1318,Europe
1319,North America
1320,Europe
1321,Europe
1322,North America
1323,North America
1324,North America
1325,North America
1326,North America
1327,Europe
1328,North America
1329,North America
1330,North America
1331,Other
1332,Europe
1333,North America
1334,North America
1335,North America
1336,North America
1337,Europe
1338,North America
1339,North America
1340,Europe
1341,North America
1342,Middle East
1343,Europe
1344,Middle East
1345,Europe
1346,North America
1347,Europe
1348,Europe
1349,Europe
1350,Europe
1351,North America
1352,North America
1353,Europe
1354,Europe
1355,North America
1356,Europe
1357,North America
1358,Europe
1359,North America
1360,Middle East
1361,Europe
1362,Europe
1363,Middle East
1364,North America
1365,Europe
1366,North America
1367,Africa
1368,Other
1369,Europe
1370,South America
1371,Middle East
1372,Other
1373,Europe
1374,Europe
1375,South America
1376,Other
1377,South America
1378,Asia
1379,Europe
1380,North America
1381,Europe
1382,North America
1383,South America
1384,North America
1385,Europe
1386,North America
1387,Middle East
1388,North America
1389,Middle East
1390,North America
1391,Europe
1392,Europe
1393,North America
1394,Europe
1395,North America
1396,Europe
1397,North America
1398,North America
1399,Africa
1400,North America
1401,North America
1402,Europe
1403,Europe
1404,North America
1405,Middle East
1406,Middle East
1407,Middle East
1408,North America
1409,Europe
1410,Middle East
1411,North America
1412,North America
1413,North America
1414,Europe
1415,Europe
1416,Europe
1417,North America
1418,Other
1419,Europe
1420,Africa
1421,Europe
1422,Middle East
1423,South America
1424,North America
1425,North America
1426,North America
1427,Other
1428,Other
1429,North America
1430,North America
1431,North America
1432,Europe
1433,Europe
1434,North America
1435,North America
1436,North America
1437,North America
1438,Europe
1439,North America
1440,North America
1441,Europe
1442,North America
1443,North America
1444,North America
1445,North America
1446,North America
1447,North America
1448,North America
1449,Europe
1450,Europe
1451,North America
1452,North America
1453,Africa
1454,Other
1455,North America
1456,North America
1457,Europe
1458,North America
1459,North America
1460,North America
1461,North America
1462,Europe
1463,Europe
1464,Europe
1465,North America
1466,Europe
1467,Europe
1468,North America
1469,North America
1470,Europe
1471,Australia
1472,North America
1473,Europe
1474,Europe
1475,Middle East
1476,North America
1477,Europe
1478,Other
1479,Europe
1480,North America
1481,South America
1482,Europe
1483,Europe
1484,North America
1485,Europe
1486,Europe
1487,Middle East
1488,North America
1489,South America
1490,Asia
1491,North America
1492,North America
1493,Europe
1494,North America
1495,Europe
1496,Other
1497,South America
1498,North America
1499,Europe
1500,North America
1501,Europe
1502,Other
1503,North America
1504,Middle East
1505,Europe
1506,Europe
1507,North America
1508,North America
1509,Europe
1510,North America
1511,Middle East
1512,Other
1513,Europe
1514,Europe
1515,South America
1516,Europe
1517,Europe
1518,North America
1519,North America
1520,Europe
1521,North America
1522,North America
1523,Europe
1524,Middle East
1525,Other
1526,North America
1527,North America
1528,North America
1529,North America
1530,Europe
1531,Europe
1532,Europe
1533,Asia
1534,Europe
1535,North America
1536,Europe
1537,North America
1538,Europe
1539,Australia
1540,Europe
1541,Russian Federation
1542,North America
1543,North America
1544,Europe
1545,North America
1546,Europe
1547,Other
1548,Europe
1549,North America
1550,Other
1551,North America
1552,Asia
1553,Europe
1554,Other
1555,North America
1556,Middle East
1557,Europe
1558,North America
1559,Europe
1560,North America
1561,Europe
1562,North America
1563,Europe
1564,Europe
1565,Russian Federation
1566,North America
1567,Europe
1568,Australia
1569,North America
1570,North America
1571,North America
1572,North America
1573,North America
1574,Europe
1575,Europe
1576,North America
1577,Middle East
1578,Asia
1579,Europe
1580,North America
1581,Africa
1582,Europe
1583,North America
1584,North America
1585,Europe
1586,Europe
1587,North America
1588,Europe
1589,Europe
1590,Europe
1591,Europe
1592,Middle East
1593,Europe
1594,Middle East
1595,Middle East
1596,Europe
1597,South America
1598,North America
1599,Europe
1600,North America
1601,North America
1602,Asia
1603,Other
1604,Europe
1605,North America
1606,North America
1607,Europe
1608,Asia
1609,North America
1610,Europe
1611,North America
1612,Middle East
1613,Other
1614,Africa
1615,Europe
1616,North America
1617,North America
1618,Europe
1619,Europe
1620,North America
1621,North America
1622,Europe
1623,Europe
1624,North America
1625,Europe
1626,Europe
1627,North America
1628,Europe
1629,North America
1630,North America
1631,Europe
1632,North America
1633,North America
1634,Europe
1635,Europe
1636,Middle East
1637,Europe
1638,Europe
1639,North America
1640,North America
1641,North America
1642,Other
1643,Europe
1644,North America
1645,Europe
1646,North America
1647,North America
1648,South America
1649,Africa
1650,North America
1651,Europe
1652,Australia
1653,Europe
1654,Europe
1655,North America
1656,Europe
1657,Europe
1658,Other
1659,Asia
1660,Middle East
1661,Europe
1662,Europe
1663,Other
1664,North America
1665,Asia
1666,Europe
1667,North America
1668,Europe
1669,Africa
1670,Europe
1671,North America
1672,Europe
1673,North America
1674,North America
1675,Europe
1676,Europe
1677,Europe
1678,Middle East
1679,Europe
1680,Europe
1681,Asia
1682,North America
1683,Europe
1684,North America
1685,North America
1686,Europe
1687,Europe
1688,Europe
1689,Europe
1690,North America
1691,North America
1692,North America
1693,North America
1694,North America
1695,North America
1696,North America
1697,Europe
1698,Europe
1699,North America
1700,Europe
1701,North America
1702,North America
1703,Europe
1704,North America
1705,Europe
1706,Europe
1707,North America
1708,Europe
1709,Europe
1710,North America
1711,Europe
1712,Europe
1713,North America
1714,South America
1715,Europe
1716,North America
1717,Europe
1718,Europe
1719,Europe
1720,North America
1721,North America
1722,Europe
1723,Europe
1724,North America
1725,Europe
1726,North America
1727,Europe
1728,Other
1729,Europe
1730,North America
1731,Europe
1732,Europe
1733,North America
1734,North America
1735,North America
1736,Middle East
1737,North America
1738,North America
1739,North America
1740,Europe
1741,Europe
1742,North America
1743,North America
1744,North America
1745,Europe
1746,Other
1747,Europe
1748,Europe
1749,North America
1750,North America
1751,North America
1752,Europe
1753,North America
1754,Europe
1755,Europe
1756,North America
1757,North America
1758,North America
1759,North America
1760,Europe
1761,Middle East
1762,North America
1763,Europe
1764,North America
1765,North America
1766,North America
1767,Europe
1768,Other
1769,Middle East
1770,Australia
1771,Europe
1772,Europe
1773,North America
1774,Russian Federation
1775,Europe
1776,North America
1777,North America
1778,North America
1779,Europe
1780,North America
1781,North America
1782,Middle East
1783,North America
1784,North America
1785,Europe
1786,Europe
1787,Europe
1788,North America
1789,Europe
1790,North America
1791,Europe
1792,North America
1793,Australia
1794,Europe
1795,North America
1796,Other
1797,Middle East
1798,North America
1799,North America
1800,Europe
1801,North America
1802,Europe
1803,North America
1804,Europe
1805,Europe
1806,Europe
1807,Middle East
1808,Europe
1809,North America
1810,Europe
1811,Europe
1812,North America
1813,Europe
1814,Europe
1815,Australia
1816,North America
1817,Europe
1818,Europe
1819,Europe
1820,North America
1821,Europe
1822,Europe
1823,North America
1824,Europe
1825,North America
1826,North America
1827,North America
1828,North America
1829,Europe
1830,North America
1831,South America
1832,North America
1833,North America
1834,Europe
1835,North America
1836,North America
1837,North America
1838,Europe
1839,North America
1840,Europe
1841,North America
1842,Middle East
1843,Europe
1844,North America
1845,Europe
1846,North America
1847,North America
1848,Europe
1849,Europe
1850,Africa
1851,Europe
1852,Australia
1853,Europe
1854,North America
1855,Australia
1856,Europe
1857,North America
1858,Europe
1859,North America
1860,North America
1861,Europe
1862,Europe
1863,North America
1864,Europe
1865,North America
1866,Europe
1867,Europe
1868,Europe
1869,Europe
1870,Europe
1871,Europe
1872,Europe
1873,Middle East
1874,North America
1875,Europe
1876,Europe
1877,Europe
1878,North America
1879,Europe
1880,Europe
1881,Middle East
1882,North America
1883,North America
1884,Europe
1885,North America
1886,North America
1887,North America
1888,North America
1889,North America
1890,North America
1891,North America
1892,Europe
1893,Europe
1894,Europe
1895,Europe
1896,North America
1897,Europe
1898,North America
1899,North America
1900,North America
1901,North America
1902,Europe
1903,North America
1904,North America
1905,North America
1906,North America
1907,North America
1908,Europe
1909,North America
1910,Europe
1911,North America
1912,Europe
1913,North America
1914,Europe
1915,North America
1916,North America
1917,North America
1918,North America
1919,Europe
1920,North America
1921,Europe
1922,North America
1923,Australia
1924,South America
1925,North America
1926,Europe
1927,Europe
1928,North America
1929,North America
1930,North America
1931,Europe
1932,Other
1933,Other
1934,Europe
1935,Europe
1936,North America
1937,North America
1938,Europe
1939,North America
1940,North America
1941,Europe
1942,North America
1943,North America
1944,Australia
1945,North America
1946,Europe
1947,Europe
1948,Australia
1949,Europe
1950,South America
1951,Europe
1952,Europe
1953,North America
1954,Europe
1955,North America
1956,North America
1957,Europe
1958,North America
1959,North America
1960,North America
1961,Europe
1962,Middle East
1963,North America
1964,Europe
1965,Europe
1966,Europe
1967,North America
1968,North America
1969,North America
1970,Europe
1971,Middle East
1972,North America
1973,North America
1974,Asia
1975,Europe
1976,Europe
1977,North America
1978,Europe
1979,North America
1980,Russian Federation
1981,North America
1982,North America
1983,Europe
1984,North America
1985,North America
1986,Europe
1987,Other
1988,North America
1989,North America
1990,Europe
1991,Europe
1992,North America
1993,Europe
1994,Europe
1995,North America
1996,Australia
1997,Europe
1998,North America
1999,Europe
2000,North America
2001,Europe
2002,North America
2003,North America
2004,Europe
2005,Other
2006,Europe
2007,Europe
2008,North America
2009,Europe
2010,North America
2011,Europe
2012,Europe
2013,North America
2014,North America
2015,North America
2016,Australia
2017,North America
2018,North America
2019,Europe
2020,North America
2021,North America
2022,North America
2023,North America
2024,Asia
2025,Europe
2026,Middle East
2027,North America
2028,North America
2029,North America
2030,Europe
2031,North America
2032,North America
2033,Asia
2034,North America
2035,North America
2036,North America
2037,North America
2038,North America
2039,North America
2040,North America
2041,Europe
2042,North America
2043,Australia
2044,Europe
2045,Europe
2046,North America
2047,Other
2048,North America
2049,Europe
2050,North America
2051,North America
2052,North America
2053,Middle East
2054,North America
2055,Australia
2056,Europe
2057,North America
2058,Europe
2059,Europe
2060,North America
2061,North America
2062,North America
2063,North America
2064,North America
2065,North America
2066,Europe
2067,North America
2068,Europe
2069,Europe
2070,Australia
2071,North America
2072,Europe
2073,North America
2074,North America
2075,North America
2076,North America
2077,Europe
2078,North America
2079,Europe
2080,North America
2081,South America
2082,North America
2083,North America
2084,North America
2085,North America
2086,Europe
2087,North America
2088,North America
2089,North America
2090,North America
2091,North America
2092,North America
2093,North America
2094,North America
2095,North America
2096,Europe
2097,North America
2098,Europe
2099,North America
2100,North America
2101,Other
2102,Australia
2103,North America
2104,North America
2105,North America
2106,North America
2107,North America
2108,Australia
2109,Middle East
2110,Europe
2111,North America
2112,North America
2113,Europe
2114,North America
2115,North America
2116,North America
2117,Europe
2118,North America
2119,North America
2120,Europe
2121,North America
2122,North America
2123,Europe
2124,North America
2125,Russian Federation
2126,North America
2127,Middle East
2128,North America
2129,North America
2130,North America
2131,North America
2132,Asia
2133,Europe
2134,Russian Federation
2135,North America
2136,North America
2137,North America
2138,North America
2139,Europe
2140,Europe
2141,Europe
2142,North America
2143,North America
2144,Asia
2145,Australia
2146,Europe
2147,Europe
2148,Europe
2149,North America
2150,North America
2151,North America
2152,North America
2153,South America
2154,Asia
2155,North America
2156,Australia
2157,Europe
2158,Europe
2159,Europe
2160,Europe
2161,Asia
2162,North America
2163,South America
2164,Europe
2165,Other
2166,North America
2167,Europe
2168,North America
2169,Europe
2170,North America
2171,Europe
2172,North America
2173,North America
2174,Europe
2175,North America
2176,North America
2177,North America
2178,North America
2179,Europe
2180,Europe
2181,Europe
2182,North America
2183,Australia
2184,North America
2185,North America
2186,Europe
2187,North America
2188,Europe
2189,Europe
2190,North America
2191,North America
2192,North America
2193,Europe
2194,North America
2195,North America
2196,Europe
2197,Australia
2198,North America
2199,North America
2200,North America
2201,North America
2202,North America
2203,North America
2204,South America
2205,North America
2206,Australia
2207,North America
2208,Europe
2209,Europe
2210,North America
2211,North America
2212,Europe
2213,Australia
2214,Europe
2215,North America
2216,North America
2217,North America
2218,North America
2219,Europe
2220,Middle East
2221,North America
2222,North America
2223,North America
2224,North America
2225,Asia
2226,Middle East
2227,Australia
2228,Europe
2229,Europe
2230,Europe
2231,North America
2232,Europe
2233,North America
2234,Europe
2235,Europe
2236,North America
2237,South America
2238,North America
2239,North America
2240,North America
2241,Europe
2242,North America
2243,North America
2244,Europe
2245,Europe
2246,North America
2247,Middle East
2248,North America
2249,Europe
2250,North America
2251,North America
2252,North America
2253,North America
2254,North America
2255,South America
2256,Europe
2257,North America
2258,Australia
2259,North America
2260,North America
2261,Middle East
2262,North America
2263,North America
2264,North America
2265,Europe
2266,North America
2267,North America
2268,Europe
2269,North America
2270,Europe
2271,Middle East
2272,North America
2273,Australia
2274,Australia
2275,North America
2276,Europe
2277,North America
2278,North America
2279,Europe
2280,Australia
2281,Europe
2282,Europe
2283,Europe
2284,Europe
2285,North America
