Male,Germany,White or of European descent,Satisfied
Male,Uzbekistan,I don’t know,Unsatisfied
Male,Germany,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Gender non-conforming,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,Brazil,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Austria,White or of European descent,Unsatisfied
Male,India,South Asian,Unsatisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Romania,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,India,South Asian,Satisfied
Male,United States,South Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Norway,White or of European descent,Satisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,Israel,Middle Eastern,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Sweden,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,East Asian; South Asian,Unsatisfied
Male,Germany,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,Native American, Pacific Islander, or Indigenous Australian; White or of European descent,Unsatisfied
Male,Sweden,I don’t know,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Ireland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Canada,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Nepal,East Asian,Satisfied
Male,United States,I prefer not to say,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Mexico,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Lithuania,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,India,South Asian,Unsatisfied
Male,Poland,White or of European descent,Satisfied
Male,Poland,White or of European descent,Satisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,El Salvador,Hispanic or Latino/Latina,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Brazil,I don’t know,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,France,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,Canada,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Russian Federation,White or of European descent,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Belgium,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Female,Croatia,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United Arab Emirates,I prefer not to say,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,France,White or of European descent,Satisfied
Female,United Kingdom,White or of European descent,Satisfied
Male,Israel,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Brazil,White or of European descent,Satisfied
Male,Hungary,I prefer not to say,Satisfied
Male,India,South Asian,Satisfied
Male,United States,I prefer not to say,Satisfied
Male,Belarus,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Female,United States,White or of European descent,Unsatisfied
Male,United States,East Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Israel,Middle Eastern,Satisfied
Male,United States,White or of European descent,Satisfied
Female,United States,White or of European descent,Satisfied
Male,Austria,White or of European descent,Unsatisfied
Male,Romania,White or of European descent,Satisfied
Male,Slovenia,White or of European descent,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Finland,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Belarus,White or of European descent,Satisfied
Male,United States,Middle Eastern; White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Czech Republic,White or of European descent,Satisfied
Male,Netherlands,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,India,South Asian,Unsatisfied
Male; Female,Australia,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,South Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Switzerland,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Spain,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Male,Ukraine,White or of European descent,Unsatisfied
Male,United States,I prefer not to say,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Mexico,Hispanic or Latino/Latina,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Japan,Black or of African descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Unsatisfied
Male,United States,East Asian; White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,Albania,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Netherlands,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Belgium,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Poland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Italy,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Sweden,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,East Asian,Satisfied
Male,Brazil,Hispanic or Latino/Latina,Satisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Sri Lanka,South Asian,Satisfied
Male,Switzerland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Brazil,Hispanic or Latino/Latina,Satisfied
Male,Canada,Black or of African descent,Satisfied
Female,Turkey,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Colombia,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina; White or of European descent,Satisfied
Male,India,East Asian,Unsatisfied
Male,India,South Asian,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Turkey,Middle Eastern,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,India,South Asian,Satisfied
Male,United States,East Asian,Satisfied
Male,Israel,White or of European descent,Satisfied
Male,Brazil,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,Germany,South Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,East Asian,Satisfied
Male,Ireland,Hispanic or Latino/Latina; White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Netherlands,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Belgium,White or of European descent,Satisfied
Male,United States,Native American, Pacific Islander, or Indigenous Australian; White or of European descent,Unsatisfied
Male,United States,South Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male,Italy,White or of European descent,Satisfied
Male,Spain,White or of European descent,Unsatisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Austria,White or of European descent,Satisfied
Male,Netherlands,White or of European descent,Satisfied
Male,Argentina,White or of European descent,Unsatisfied
Male,Canada,Middle Eastern,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Ireland,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Norway,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,Native American, Pacific Islander, or Indigenous Australian,Satisfied
Male,Spain,White or of European descent,Satisfied
Male,Poland,White or of European descent,Satisfied
Male,United States,I prefer not to say,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,Black or of African descent; Native American, Pacific Islander, or Indigenous Australian; White or of European descent,Satisfied
Male,Croatia,White or of European descent,Unsatisfied
Male,Italy,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Other,Switzerland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Israel,Middle Eastern; White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Mexico,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Female,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Poland,White or of European descent,Satisfied
Male,Austria,White or of European descent,Satisfied
Male,New Zealand,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,East Asian,Unsatisfied
Male,Canada,Black or of African descent; White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Unsatisfied
Male; Other,Canada,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,South Asian,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,New Zealand,White or of European descent,Satisfied
Male,New Zealand,East Asian,Satisfied
Female,Austria,White or of European descent,Unsatisfied
Female,Canada,White or of European descent,Unsatisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Brazil,White or of European descent,Satisfied
Male,Greece,White or of European descent,Satisfied
Male,Germany,White or of European descent,Unsatisfied
Male,Saudi Arabia,Middle Eastern,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,East Asian; White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Colombia,Hispanic or Latino/Latina,Satisfied
Male,Germany,Middle Eastern,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Female,Canada,South Asian,Unsatisfied
Male,Pakistan,South Asian,Satisfied
Male,Norway,White or of European descent,Satisfied
Male,Serbia,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,South Asian,Satisfied
Male,India,South Asian,Unsatisfied
Male,United States,Native American, Pacific Islander, or Indigenous Australian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Female,Portugal,White or of European descent,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,Australia,White or of European descent,Satisfied
Male,Spain,White or of European descent,Satisfied
Male,India,South Asian,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Sweden,White or of European descent,Satisfied
Male,Germany,East Asian,Satisfied
Transgender; Gender non-conforming,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Greece,White or of European descent,Unsatisfied
Female,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,East Asian; White or of European descent,Satisfied
Male,United States,I prefer not to say,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,Middle Eastern; White or of European descent,Satisfied
Male,Romania,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,Native American, Pacific Islander, or Indigenous Australian; White or of European descent,Satisfied
Male,Germany,South Asian,Satisfied
Male,Spain,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,South Asian; White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,Poland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Iran,Middle Eastern,Satisfied
Female,United States,White or of European descent,Satisfied
Male,Serbia,White or of European descent,Satisfied
Male,Sweden,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Female,Bulgaria,White or of European descent,Satisfied
Male,Brazil,Hispanic or Latino/Latina; White or of European descent,Satisfied
Male,Mexico,Hispanic or Latino/Latina,Unsatisfied
Male,Brazil,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Portugal,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,South Asian,Satisfied
Male,Romania,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Russian Federation,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Bosnia-Herzegovina,White or of European descent,Satisfied
Male,France,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Algeria,White or of European descent; I prefer not to say,Unsatisfied
Male,France,White or of European descent,Satisfied
Male,Bosnia-Herzegovina,White or of European descent,Satisfied
Male,Germany,White or of European descent,Unsatisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Switzerland,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Male,Ukraine,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,Native American, Pacific Islander, or Indigenous Australian,Unsatisfied
Male,Canada,White or of European descent,Satisfied
Male,United Kingdom,White or of European descent,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,Turkey,Middle Eastern,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,Cuba,Hispanic or Latino/Latina,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,Netherlands,White or of European descent,Satisfied
Male,Brazil,Black or of African descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Finland,White or of European descent,Satisfied
Male,Canada,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Male,Romania,White or of European descent,Satisfied
Male,Sweden,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,Hispanic or Latino/Latina,Satisfied
Male,United States,Middle Eastern; White or of European descent,Unsatisfied
Male,United Kingdom,White or of European descent,Unsatisfied
Male,Germany,White or of European descent,Satisfied
Male,Germany,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Female,United States,White or of European descent,Satisfied
Male,France,White or of European descent,Satisfied
Male,Mexico,Hispanic or Latino/Latina,Satisfied
Male,Canada,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United States,White or of European descent,Satisfied
Male,Chile,Hispanic or Latino/Latina,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Satisfied
Male,United States,White or of European descent,Unsatisfied
Male,United Kingdom,White or of European descent,Unsatisfied
